Title,PID,Description
"West Side Main Street Looking North, Oakland, Iowa",grinnell:15656,"West Side Main Street Looking North, Oakland, Iowa"
"West Side Main Street North, Dysart, Iowa",grinnell:16816,"West Side Main Street North, Dysart, Iowa"
"West Side Main Street from South, Welton, Iowa",grinnell:14775,"West Side Main Street from South, Welton, Iowa"
"West Side Main Street, Dougherty, Iowa",grinnell:16836,"West Side Main Street, Dougherty, Iowa"
"West Side Main Street, Dysart, Iowa",grinnell:16022,"West Side Main Street, Dysart, Iowa"
"West Side Main Street, Gilmore City, Iowa",grinnell:15883,"West Side Main Street, Gilmore City, Iowa"
"West Side Main Street, Storm Lake, Iowa",grinnell:14938,"West Side Main Street, Storm Lake, Iowa"
"West Side School, Hampton, Iowa",grinnell:15816,"West Side School, Hampton, Iowa"
"West Side Square, Oskaloosa, Iowa",grinnell:15207,"West Side Square, Oskaloosa, Iowa"
"West Side Washington Street, Victor, Iowa",grinnell:14837,"West Side Washington Street, Victor, Iowa"
"West Side of Brenton Bank Addition",grinnell:21531,"The west side of the Brenton Bank addition on Broad Street in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.26, slide 5."
"West Side of Broad Street",grinnell:3305,"Photograph of the west side of Broad Street, between 4th and below Commercial Street, taken sometime after the fire in June,1889, probably around 1890. The photo shows all the building that happened after the fire. Note that all second storey windows are built to be uniform, even though there were numerous architects involved in the rebuilding of the commercial district."
"West Side of Broad Street between 4th and 5th Avenues",grinnell:6508,"Postcard view of the west side of Broad Street between 4th and 5th Avenues in Grinnell, Iowa. Talbott's Drug Store on the corner of 4th and Broad. Kruxo postcard addressed to Ross V. Coutts, no address, stamp or postmark. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-2, Grinnell Buildings."
"West Side of Broad Street between 4th and 5th Avenues",grinnell:6485,"View of the west side of Broad Street between 4th and 5th Avenues in Grinnell, Iowa. Talbott's Drug Store on the corner of 4th and Broad. Building blocks are labeled from left to right (south to north) as: Grinnell Block, Gifford and Manly Block, Child Block (909), Stewart Block (911-913), Morse Block (915), Coutts Building, and Miles Bros./Parker. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-2, Grinnell Buildings."
"West Side of Broad Street between 5th and 6th Avenues",grinnell:6392,"View of the west side of Broad Street looking south from 5th Avenue in 1965. Businesses visible include Tots (a children's clothing store), Grinnell Office Supply, Pagliai's Pizza, Norris and Hays Heating and Air Conditioning, Lennox Air Conditioning and Heating."
"West Side of Forum",grinnell:5311,"West side of the Forum, with students relaxing on the lawn, 1969."
"West Side of Forum 1972",grinnell:5315,"View down west side of Forum towards Burling library, 1972."
"West Side of Main Street",grinnell:21267,"The west side of Main Street in Grinnell, Iowa. KGRN, Brown's Shoe Fit and Spurgeon's are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.3, slide 11."
"West Side of Main Street from 5th Avenue",grinnell:21284,"The view looking south on Main Street from 5th Avenue in downtown Grinnell, Iowa. Davidson's and Lord's Clothing, Main Street Wine Cellar, Forbes Office Equipment, Hammond's Hallmark, Sandy's School of Dance, Cinema Theatre, John's Furniture & Appliances, and Spurgeon's are all visible on the west side. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.4, slide 14."
"West Side of Main Street with Brown's Shoes",grinnell:21268,"The west side of Main Street in Grinnell, Iowa. KGRN, Spurgeon's, Brown's Shoe Fit Co., and the Cinema are visible. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.3, slide 12."
"West Side of Main Street, Scranton, Iowa",grinnell:15650,"West Side of Main Street, Scranton, Iowa"
"West Side of Main Street, Stanton, Iowa",grinnell:15646,"West Side of Main Street, Stanton, Iowa"
"West Side of Square in 1865, Fairfield, Iowa",grinnell:15554,"West Side of Square in 1865, Fairfield, Iowa"
"West Side of Square, Harlan, Iowa",grinnell:15804,"West Side of Square, Harlan, Iowa"
"West Side of Square, Marengo, Iowa",grinnell:16553,"West Side of Square, Marengo, Iowa"
"West Street Looking South from 9th Avenue",grinnell:12223,"View of West Street in Grinnell, Iowa, looking south from the intersection of West and 9th Avenue. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-5, Views of Grinnell."
"West Street View, Shell Rock, Iowa",grinnell:15050,"West Street View, Shell Rock, Iowa"
"West Yard, Northwestern Railroad, Tama, Iowa",grinnell:15633,"West Yard, Northwestern Railroad, Tama, Iowa"
"West and East Colleges",grinnell:3229,"The first two buildings in Grinnell."
"West entrance to Goodnow Hall, Iowa College, [Grinnell, Iowa]",grinnell:13830,"Looking southeast. Goodnow Hall was constructed in 1885, costing $15,700 excluding telescope ($2,125) and book stacks. Originally served as college library and astronomical observatory. Listed on the National Register of Historic Places. 1907 postmark."
"West facade of Pagliai's Pizza",grinnell:21653,"West facade of Pagliai's Pizza at 816 Fifth Avenue in Grinnell, Iowa. Pagliai's is located in the old armory building. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.35, slide 12."
"West facade of the ITC Building",grinnell:21645,"The west facade of the ITC Building on Fifth Avenue in downtown Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.34, slide 20."
"West side Main Street, Cumberland, Iowa",grinnell:16967,"Looking southwest on Main Street showing the post office. The Cumberland Post Office was established on January 19, 1885, and is still operating today and located at 123 Main Street, Cumberland, Cass County, Iowa."
"West side Main Street, Searsboro, Iowa",grinnell:13798,"Looking northwest at the hardware, furniture, implement store, undertaking shop and meat market"
"West side of square, Monroe, Iowa",grinnell:13606,"Looking northwest at Washington Avenue. 1911 postmark. Number 6588A."
"West side of square, Newton, Iowa",grinnell:14314,"Looking northwest from the square. Number 2124."
"West side square, Monroe, Iowa",grinnell:13607,"Looking northwest at Washington Avenue in Monroe, Iowa. Number 2484."
"West side, Centerville, Iowa",grinnell:14573,"Looking south at the town square left to right: J.C. Penney, Co., F.W. Woolworth Co., Scott Stores, Beer's Drug Store and Le Rose Gift Shop. The courthouse square historic district is listed on the National Register of Historical Places. Number 3A490."
"West to the Water",faulconer-art:3185,
"West's Eye Infirmary, Corydon, Iowa",grinnell:16228,"Looking at the front entrance to a three-story wooden building established in 1895 by Surgeon W.E. West. 1908 postmark."
"Western Union College, Le Mars, Iowa",grinnell:15582,"Western Union College, Le Mars, Iowa"
"Westfield Ladies Aid Society 1992 Rose Quilt",grinnell:18935,"The Westfield Ladies Aid Society's 1992 Rose Quilt in Westfield, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #120. Westfield Ladies Aid."
"Westfield Ladies Aid Society Meeting",grinnell:18936,"A Westfield Ladies Aid Society meeting in 1992, in Westfield, Iowa. From left to right: Margaret Gildersleeve, Alice Lincoln, Esther O'Halloran, Katherine McDowell, Anna May Evans, Darlene Meeker. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection # 120, Westfield Ladies Aid."
"Westlawn Dormitory, University of Iowa, Iowa City, Iowa",grinnell:16659,"Westlawn Dormitory, University of Iowa, Iowa City, Iowa"
"Westminster Presbyterian Church, Cedar Rapids, Iowa",grinnell:14113,"Looking southwest at the Westminster Presbyterian Church which was established on May 27, 1885, and originally named the Presbyterian Church of Cedar Rapids. The name of the church was changed to Second Presbyterian Church in 1868 and the original structure was expanded and remodeled. The new church was moved to 1285 3rd Avenue SE, Cedar Rapids, Linn County, Iowa, was built by Charles Bolton of Philadelphia, and was renamed Westminster Presbyterian Church. The Magdalene Tower of Westminster was modeled after the tower at Oxford College, England. The church is located at 1285 Third Avenue SE, Cedar Rapids, Linn County, Iowa. Number 22212."
"Whaling Floats",faulconer-art:678,
"What Comes Next : Understanding the Election of 2016 and What It Means for the Future",grinnell:23206,"Advertising a talk by Ann Selzer who conducts the Iowa Poll for the Des Moines Register."
"What Time Is It? : An Afternoon with Civil Rights Pioneer Grace Lee Boggs",grinnell:5092,"Poster advertising a talk by civil rights leader Grace Lee Boggs on Martin Luther King, Jr., Day 2013."
"What is Peace Studies?",grinnell:5153,"Poster advertising a panel discussion on the past, present, and future of the Peace Studies program at Grinnell College held on February 20, 2013."
"What is a Democracy?",grinnell:5283,"Pamphlet published by the National American Woman Suffrage Association. Susan W. FitzGerald discusses democracy as it relates to woman's suffrage. Drake Community Library (Grinnell, Iowa) Archives. Collection # 161."
"What it takes to fly",faulconer-art:6441,
"What the Searchlight Revealed in Grinnell.  I'm in soft here.",grinnell:14010,"Man and woman in embrace with searchlight on them."
"Wheatland Volunteer Fire Company, Wheatland, Iowa",grinnell:14738,"Wheatland Volunteer Fire Company, Wheatland, Iowa"
"Wheeler Home",grinnell:11367,"View of the Julia Wheeler home which was located at 1025 First Avenue in Grinnell, Iowa, surrounded by elm trees in 1954. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-2, Grinnell Buildings."
"Wheels with WIngs on 1021 Main Street",grinnell:21338,"A close-up of the wheels with wings that sit atop the pilasters on the building at 1021 Main Street in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.8, slide 18."
"When Bodies Happen: Intersections of Gender, Sexuality and Race Within Body Image",grinnell:17000,"Short film created of Adrian Khactu's film studies class in Spring 2013 about bodies and how they perform in the world using images and quotations."
"When I First Arrived in Baghdad",faulconer-art:4360,
"When Josiah Grinnell's Home Concealed John Brown's Guns",grinnell:185,"Clipping advertising a series of articles by the Des Moines Register about John Brown's trip through Iowa, including his stay at J.B. Grinnell's home."
"When Men are Hungry",faulconer-art:6521,
"When the frost is on the-campus, [Iowa College], Grinnell, [Iowa]",grinnell:13336,"Looking northwest. Chicago Hall was constructed in 1883, costing approximately $20,000 excluding grading and landscaping. Razed in 1958 to provide space for construction of Burling Library. Number 145."
"Where Politics and Morality Conjoin and Disconnect",grinnell:23128,"Announcing a lecture by Jim Leach to celebrate National Humanities Alliance and Advocacy Day. Also announces student performances in Sebring Lewis and Pub Quiz at Lyle's."
"Where is Man",faulconer-art:1617,
"Where the Big Carp was Caught, Dundee, Iowa",grinnell:14667,"Where the Big Carp was Caught, Dundee, Iowa"
"Where the West Begins, Chicago, 1932",faulconer-art:1195,
"Whip Tongue",faulconer-art:924,
"White Brick Details on 937 Broad",grinnell:21413,"White bricks at the top of 937 Broad Street in Grinnell, Iowa. It is also known as the Register Building. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.15, slide 14."
"White Caps",grinnell:20058,"Photo from the 1956 Cyclone, page 89. The White Caps. Left to right: Marlin Schmidt, Carol Replogle, Nancy King, Liz Moulds, Anne Beuckman, Nancu Norris, Judy Wells, Cindy Draegert, Sue Grippen, Sue Hunt."
"White House",grinnell:861,"A brief narrative of Nollen House as a student center"
"White Houses, Cape Porpoise, Maine",faulconer-art:2664,
"White Knight",faulconer-art:2946,
"White Lily Manufacturing Co., Davenport, Iowa",grinnell:16957,"The White Lily Manufacturing Company manufactured washing machines. The business was established by businessman, Sam T. White, starting with a capital of $15,000 and having a successful worldwide trade with large exports to Australia and various European countries. Located at 1535 Rockingham Road, Davenport, Scott County, Iowa. 1918 postmark. Number R-49717."
"White Mountains",faulconer-art:1879,
"White Palace",faulconer-art:2919,
"White Sails",faulconer-art:1519,
"White Star Filling Station, Grinnell, Iowa",grinnell:5879,"Postcard of the White Star Filling Station which was located on the northeast corner of Main Street and Fifth Avenue in Grinnell, Iowa. Opened on January 1, 1917. John Hall and Walter Hastings, proprietors. C.W. Shaw, assistant manager, planned and cared for the flower garden pictured. The White Star featured ""Straight Run Gasoline."" Willard Oil company can be seen in the background. Photo by Child Art Rooms."
"White Weasel- Ponca",faulconer-art:3419,
"White's Landing (near Los Angeles)",faulconer-art:73,
"Whittier School, Stuart, Iowa",grinnell:14926,"Whittier School, Stuart, Iowa"
"Who is Who",faulconer-art:3300,
"Wholesale District, Sioux City, Iowa",grinnell:16362,"Wholesale District, Sioux City, Iowa"
"Why Don't You Come Live in Fonda, Iowa",grinnell:15964,"Why Don't You Come Live in Fonda, Iowa"
"Why Women Should Vote",grinnell:5269,"Pamphlet published by the National American Woman Suffrage Association. Alice Stone Blackwell enumerates reasons why women should have the vote. Drake Community Library (Grinnell, Iowa) Archives. Collection # 161."
"Wide rimmed vessel",faulconer-art:3594,
"Wieting Theater, Toledo, Iowa",grinnell:14878,"Wieting Theater, Toledo, Iowa"
"Wild Orchids",faulconer-art:4061,
"Wild and Wicked, Times Square",faulconer-art:6404,
"Wilford and Annie Williams Family",grinnell:13017,"Photograph of the Wilford Williams family. Mr. Williams was an early pioneer of the area moving as a young boy in 1855 to a farm north of Lynnville, Iowa. Front row, left to right: Wilford Williams, Harry, Anna Graham Williams. Back row: Lillie, Charlie, and Eddie. Photo taken by Child Art Rooms in 1885. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-6, People."
"Will Great Britain Dissolve? Scottish Independence Election Discussion with Faculty Panel ; Watch Scottish Election Returns",grinnell:23066,"Invitation to two events related to the Scottish Independence election on September 18th, 2014."
"Will see you when I come down to Malcom, Malcom, Iowa",grinnell:13973,"Drawing of man falling down. Number 767. Copyright 1905 by A. Yerkes."
"William Calvin Williams",grinnell:23267,"A black and white portrait photograph of William Calvin Williams (1847-1928) in cardboard frame. He is shown wearing a suit with his hair slicked back. The back of the photograph has the following statement: ""Dad - 21 yrs. Your Grandpa Williams awhile before he and Marian were married, after the Civil War."" William Calvin Williams traveled with a company of Union soldiers during the Civil War until he was old enough to enlist in the 13th Kentucky Volunteer Cavalry and served for the rest of the war. He married Marian Alice Cook Williams in 1872, with whom he had 4 children. He was also a member of the Masonic order and G.A.R. in Grinnell. The donor included a post-it, which states ""William Calvin Williams My grandmothers father."""
"William Oelke, Rose Stoops, and Floyd Beaver",grinnell:26649,"Black and white photograph of William Oelke (1906-1988), former professor emeritus of chemistry at Grinnell College and president of the Grinnell Museum Society; Rose Stoops (1895-2001), longtime curator of the Grinnell Historical Museum; and Floyd Beaver (1920-1990), veterinarian and mayor of Grinnell. The three are standing on the front lawn of the Grinnell Historical Museum on Rose Stoops Day, September 12, 1981."
"William Penn College, Founded 1873, Oskaloosa, Iowa",grinnell:15675,"William Penn College, Founded 1873, Oskaloosa, Iowa"
"William Penn Hall, Penn College, Oskaloosa, Iowa",grinnell:15563,"William Penn Hall, Penn College, Oskaloosa, Iowa"
"William Schooler '71",grinnell:19453,"Alumni oral history interview with William Schooler '71. Recorded June 1, 2012."
"William Steele Sanders",grinnell:20613,"William Steele Sanders as an infant in 1873. Photo by Child Studios, Grinnell."
"William Steele Sanders at Age 2",grinnell:20614,"Willie Steele Sanders at two years of age, January 30th, 1875. Photo by Chas. L. Walker, photographer, Grinnell, Iowa."
"William Steele Sanders at Age 4",grinnell:20615,"William Steele Sanders at approximately age 4. Photo by Chas. L. Walker, Grinnell, Iowa."
"William Steele Sanders at Age 7",grinnell:20616,"Willie Steele Sanders at 7 years of age, January 30th, 1880. Photo by Walker, Grinnell, Iowa."
"William Street, Victor, Iowa",grinnell:16309,"William Street, Victor, Iowa"
"William Wilcoxen '84",grinnell:19519,"Alumni oral history interview with William Wilcoxen '84. Recorded May 31, 2014."
"William and Robert Waldner Commencement 1977",grinnell:5296,"William J. Waldner and Robert M. Waldner at the 1977 Commencement."
"Williams Street, Victor, Iowa",grinnell:16308,"Williams Street, Victor, Iowa"
"Willoughby School House, Willoughby, Iowa",grinnell:15287,"Willoughby School House, Willoughby, Iowa"
"Wilson Center Speaker List Spring 2018",grinnell:23207,"Biographical information on alumni speakers in the Wilson Center's Diverse Paths of Leadership and Innovation speaker series, Spring 2018."
"Wilson Hotel, Lohrville, Iowa",grinnell:15504,"Wilson Hotel, Lohrville, Iowa"
"Wilson Street looking north, Van Meter, Iowa",grinnell:14023,"Several wooden buildings in the business district with water tower located at the end of the street. 1907 postmark. Number 8."
"Wilson-Ely 36",faulconer-art:1010,
"Wilton Candy Kitchen, Wilton, Iowa",grinnell:14732,"Wilton Candy Kitchen, Wilton, Iowa"
"Wilton Manor Motel, U.S. Route 6, Wilton Junction, Iowa",grinnell:13958,"Looking at front of motel with swimming pool. Number 274-A."
"Wilton-Ely 103",faulconer-art:1023,
"Wilton-Ely 128",faulconer-art:1046,
"Wilton-Ely 16",faulconer-art:974,
"Wilton-Ely 19",faulconer-art:978,
"Wilton-Ely 2",faulconer-art:970,
"Wilton-Ely 241",faulconer-art:568,
"Wilton-Ely 258",faulconer-art:2986,
"Wilton-Ely 26",faulconer-art:1000,
"Wilton-Ely 27",faulconer-art:1001,
"Wilton-Ely 29",faulconer-art:1003,
"Wilton-Ely 30",faulconer-art:1004,
"Wilton-Ely 32",faulconer-art:1006,
"Wilton-Ely 34",faulconer-art:1008,
"Wilton-Ely 38",faulconer-art:956,
"Wilton-Ely 39",faulconer-art:1013,
"Wilton-Ely 4",faulconer-art:971,
"Wilton-Ely 43",faulconer-art:969,
"Wilton-Ely 5",faulconer-art:972,
"Wilton-Ely 6",faulconer-art:976,
"Wilton-Ely 8",faulconer-art:979,
"Wind Ensemble, 1948",grinnell:19859,"Wind Ensemble."
"Wind Erosion",faulconer-art:1168,
"Wind Turbine Advocacy Letter",grinnell:178,"Letter from the No Limits Project to the Office of Communication expressing distress at the lack of progress in turbine development on campus"
"Windmill and Lock, from Liber Studiorum",faulconer-art:2331,
"Windmill with man and woman",faulconer-art:1403,
"Window Display Leader Store, Gowrie, Iowa",grinnell:16913,"Store window view selling Peters' Shoes, ribbons and a new line of silks. 1911 postmark."
Windows,grinnell:25496,"This block depicts four distinct scenes, yet they are part of the same world. Placid scenes of rural and urban Iowa, set side by side alongside depictions of white Iowans in the process of buying and selling African people. This goal of this block is to challenge the illusion of innocence that has colored our reality of slave auctions and all other dehumanizing and violent aspects of the slave trade. The juxtaposed images of Iowan rural life and images of the Iowan slave trade evokes tension and conflict under an apparent calm. In what ways are we complicit in this calm, and in what ways can we challenge it?"
"Windows of Herald Register Building",grinnell:21643,"The windows on the Herald Register Building at 813 Fifth Avenue in downtown Grinnell, Iowa, after renovation. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.34, slide 18."
"Windows on Herald Register Building",grinnell:21629,"The windows on the Herald Register Building at 813 Fifth Avenue in downtown Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Main Street Slides, p.34, slide 5."
"Winga's Cafe, Washington, Iowa",grinnell:14825,"Winga's Cafe, Washington, Iowa"
"Winged Narcissus",faulconer-art:2936,
Wingless,faulconer-art:2408,
"Wings of Prophsey",faulconer-art:1614,
"Winners in Iowa State Fair, $1000 Saddle Horse Stake, Des Moines, Iowa",grinnell:16930,"Looking at 10 men on horseback. The Iowa State Fair was one of a circuit of five of the largest fairs which was formed to make up a big saddle horse stake amounting to about $6,500. It was believed that it would attract saddle horse men throughout the entire county as it was the best circuit offering saddle horse stakes that had ever been formed. Number R-57025."
"Winter Campus Walk",grinnell:23561,"Students walking outside"
"Winter Canal",faulconer-art:166,
"Winter Scene",faulconer-art:1437,
"Winter Scene of Water Works and Home of Prize Butter, Walker, Iowa",grinnell:14831,"Winter Scene of Water Works and Home of Prize Butter, Walker, Iowa"
"Winter Street Scene, Stratford, Iowa",grinnell:16268,"Winter Street Scene, Stratford, Iowa"
"Winter Street Scene, Sutherland, Iowa",grinnell:14921,"Winter Street Scene, Sutherland, Iowa"
"Winter View of Mears Cottage",faulconer-art:3223,
"Winter View of Rawson Hall",faulconer-art:579,
"Winter View on North Blood [i.e. Broad] Street, Grinnell, Iowa",grinnell:12338,"Postcard view of North Broad Street in Grinnell, Iowa, in winter. The view is looking north from the intersection of Broad Street and Ninth Avenue. Postcard is addressed to Mr. Elmer Dawkins, Montrose, Colorado, and postmarked August 18, 1910, in Grinnell. Postcard published by Suhling Co., Chicago, Illinois. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #17-5, Views of Grinnell."
"Winter at Garwin, Iowa",grinnell:14415,"Looking northeast at post office, undertaking shop and drug store."
"Winter at the country residence",faulconer-art:1420,
"Winter scene, Clarksville, Iowa",grinnell:14067,"On Greene Street Looking northwest at a snow packed Main Street with a horse drawn sleigh. 1911 postmark. Number 7532. ""Published for L. Ferris, Clarksville, Iowa."" -t.p."
"Winter sports at Lake Acre",grinnell:20053,"Students of the class of 1957 stand outside with cross country skis. Left to right: Bob Rosenbacker '57, Lyn Ayres '57, Joyce Kauf,amm '57, [unknown], Rosemary Humm Mclaughlin '57, Judy Doubenmier '57, Gary Hayes '57, [unknown]."
"Winter street scene on 4th Avenue",grinnell:6296,"Winter street scene on Fourth Avenue in Grinnell, Iowa, looking east from Main Street. Businesses visible include Grinnell Savings Bank and Dr. C.W. Greene, chiropractor, and Western Union. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-1."
"Winter-count 1540",faulconer-art:782,
"Winter-count 1680",faulconer-art:783,
"Winters ultra-modern dairy, Marshalltown, Iowa",grinnell:14352,"Front entrance view of dairy facility and delivery trucks. Verso says: Winters, Marshalltown, Iowa. Visit Central Iowa's Newest Up to Date Dairy Plant"". Number 9B-H901."
Winterscape,faulconer-art:3982,
"Wisconsin Hill",faulconer-art:1068,
"Wisconsin Hills",faulconer-art:1239,
"Wisconsin River, McGregor, Iowa",grinnell:16536,"Wisconsin River, McGregor, Iowa"
"Wish Well, from NCFA portfolio",faulconer-art:1381,
Witchcraft,faulconer-art:830,
"With or Without Papers, We Will Always Be Illegal",faulconer-art:6543,
"Within the Circle",faulconer-art:1843,
"Wollstonecraft, Kant, and China’s One-Child Policy: The Right to Education vs. the Right to Life",grinnell:96,"Olivia Lee's submission to the 2012 Peace Studies Student Conference"
"Wolt Street, Turin, Iowa",grinnell:14866,"Wolt Street, Turin, Iowa"
"Wolverine Technologies Plastic Products Division",grinnell:20477,"Wolverine Technologies Plastic Products Division building in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.28, slide 1."
"Woman Awarding Ribbon to Man on Horseback During 1948 Grinnell Day",grinnell:19292,"A woman awarding a man on horseback a ribbon during the 1948 Grinnell Day in Grinnell, Iowa. The man is sitting on a black horse and dressed in a nice black suit with a white hat. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.6, slide 4."
"Woman Awarding Ribbon to People on Horseback During 1949 Grinnell Day Celebration",grinnell:19268,"A woman standing in the arena awarding ribbons to people on horseback during the 1949 Grinnell Day celebration in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.4, slide 14."
"Woman Awarding Ribbon to Person on Horse During 1949 Grinnell Day",grinnell:19274,"A woman awarding a ribbon to a woman on horseback during the 1949 Grinnell Day celebration. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.4, slide 8."
"Woman Being Helped into a Mud Pit on Spring Day",grinnell:23457,"A woman is being helped into a mud pit on Spring Day as a gleeful crowd watches."
"Woman Helping Child with Art Project",grinnell:20485,"A woman helping a young girl glue cotton balls onto a cut out of a rabbit at the Grinnell Community Daycare Center in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.29, slide 6."
"Woman Presenting Grinnell Logo Idea",grinnell:20522,"A woman in a blue dress shirt presenting a possible new logo for Grinnell, Iowa, at City Hall in Grinnell. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.33, slide 2."
"Woman Seated",grinnell:20541,"A woman seated at a table in a meeting. She is looking straight ahead. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.34, slide 15."
"Woman Sewing",grinnell:20389,"A woman sitting at a sewing machine, possibly at the Second Mile Thrift Shop when it was in the basement of the Veterans' Memorial Building in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.19, slide 8."
"Woman Sitting on Car",grinnell:3375,"Photograph of a woman sitting on a car in front of a farm house near Grinnell, Iowa. The photo is identified as ""Aline Lidtka at Charles Deedrich home""."
"Woman Working on Hospital Signs",grinnell:20530,"A woman seated at a table, making signs for a hospital. Some of the signs say, ""Health Promotion,"" ""Cardiac Rehabilitation,"" and ""Mercy Services."" Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.34, slide 3."
"Woman Writing on Large Piece of Paper",grinnell:20496,"A woman writing with an orange marker on a large piece of paper. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.30, slide 2."
"Woman and Dog in Front of Residence, Leslie, Iowa",grinnell:15574,"Woman and Dog in Front of Residence, Leslie, Iowa"
"Woman and Landscape",faulconer-art:650,
"Woman and Satan",grinnell:6429,"A portion of a sermon preached by Rev. James L. Hill on Sunday morning, July 9, 1893, at the Melville Presbyterian Church in Côte St. Antoine, Montreal, Quebec. Published by the Christian Endeavor Society of the Melville Church as a temperance campaign tract for general distribution. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-2."
"Woman at Recycling Center",grinnell:20350,"A woman at the Grinnell, Iowa, recycling center looking into a big yellow bin for newspaper at the Grinnell Public Services building. The first recycling center in Grinnell, Iowa was started by the Grinnell 2000 Foundation and was completely volunteer run. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.15, slide 11."
"Woman at the Beach",grinnell:18875,"A woman, identified as Audrey, standing on the beach, probably sometime during the 1920s in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Miscellaneous photographs. Collection #54, Doris Losey (Krumm). ."
"Woman holding Grinnell College flag, Grinnell, Iowa",grinnell:14003,"Woman holding dog and flag with school colors and Grinnell College logo on top. 1907 postmark. College series, no. 1. Title supplied by cataloger."
"Woman in Blue Headscarf with Basket",grinnell:20269,"A woman dressed in an orange shirt with white stripes standing at a table and holding a wicker basket. Duane Neff is seated in front of her. They were running the Poweshiek Leadership Program Poverty Simulation. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.2, slide 3."
"Woman in Carriage",grinnell:6279,"Postcard view of a woman wearing a hat seated in a horse-drawn carriage. Based on the buggy type and the harness type the photo is dated around 1910. Drake Community Library (Grinnell, Iowa) Archives. McNally photographs. Collection #1, Series #1-1."
"Woman in Fur",faulconer-art:3251,
"Woman in a Bathing Suit",faulconer-art:2532,
"Woman in a Chair",faulconer-art:1295,
"Woman whipping her husband as he pulls her in a basket",faulconer-art:4442,
"Woman with Basket on her Head",faulconer-art:1409,
"Woman with Bible",faulconer-art:3917,
"Woman with Children at Grinnell Community Daycare Center",grinnell:20492,"A woman sitting in a rocking chair with a child on her lap and three more around the room at the Grinnell Community Daycare Center in Grinnell, Iowa. Toys are scattered around the floor. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.29, slide 13."
"Woman with Gloves on at Machine",grinnell:20557,"A woman wearing long protective gloves working with a machine in a lab. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.35, slide 18."
"Woman with Red Hat at the 1949 Grinnell Day Celebration",grinnell:19285,"Woman wearing a red hat standing outside the Louis Sullivan Jewel Box Bank during the 1949 Grinnell Day celebration in Grinnell, Iowa. Drake Community Library (Grinnell, Iowa) Archives. Chamber of Commerce Slides, p.5, slide 6."
"Woman with Three Pears",faulconer-art:2757,
"Woman with Umbrella",faulconer-art:4019,
"Woman with Umbrella, New Orleans",faulconer-art:6391,
"Woman with pencil",faulconer-art:1458,
"Woman's Profile",grinnell:20534,"A headshot of a woman in profile. Drake Community Library (Grinnell, Iowa) Archives. Imagine Grinnell Slides, p.34, slide 8."
